Population Year	 Area	 Variable	 Data
1988	Delta	Average Household Size	2.42
1988	Delta	Births	236
1988	Delta	Deaths	248
1988	Delta	Group Quarters Population (July)	351
1988	Delta	Household Population (July)	21151
1988	Delta	Housing Vacancy Rate	7.1
1988	Delta	July Population	21502
1988	Delta	Natural Population Increase	-12
1988	Delta	Net Building Permits	-3
1988	Delta	Net Migration	-268
1988	Delta	Population (U.S. Census Bureau)	21502
1988	Delta	Total Households	8735
1988	Delta	Total Housing Units	9402
1988	Delta	Vacant Housing Units	667
1988	Denver	Average Household Size	2.05
1988	Denver	Births	8375
1988	Denver	Deaths	4458
1988	Denver	Group Quarters Population (July)	13081
1988	Denver	Household Population (July)	466541
1988	Denver	Housing Vacancy Rate	6.5
1988	Denver	July Population	479622
1988	Denver	Natural Population Increase	3917
1988	Denver	Net Building Permits	434
1988	Denver	Net Migration	-14569
1988	Denver	Population (U.S. Census Bureau)	479622
1988	Denver	Total Households	227410
1988	Denver	Total Housing Units	243234
1988	Denver	Vacant Housing Units	15824
1988	Dolores	Average Household Size	2.63
1988	Dolores	Births	24
1988	Dolores	Deaths	11
1988	Dolores	Group Quarters Population (July)	0
1988	Dolores	Household Population (July)	1591
1988	Dolores	Housing Vacancy Rate	38.1
1988	Dolores	July Population	1591
1988	Dolores	Natural Population Increase	13
1988	Dolores	Net Building Permits	0
1988	Dolores	Net Migration	84
1988	Dolores	Population (U.S. Census Bureau)	1591
1988	Dolores	Total Households	604
1988	Dolores	Total Housing Units	976
1988	Dolores	Vacant Housing Units	372
1988	Douglas	Average Household Size	3.43
1988	Douglas	Births	991
1988	Douglas	Deaths	171
1988	Douglas	Group Quarters Population (July)	191
1988	Douglas	Household Population (July)	52936
1988	Douglas	Housing Vacancy Rate	29.9
1988	Douglas	July Population	53127
1988	Douglas	Natural Population Increase	820
1988	Douglas	Net Building Permits	1604
1988	Douglas	Net Migration	3463
1988	Douglas	Population (U.S. Census Bureau)	53127
1988	Douglas	Total Households	15439
1988	Douglas	Total Housing Units	22017
1988	Douglas	Vacant Housing Units	6578
1988	Eagle	Average Household Size	2.33
1988	Eagle	Births	370
1988	Eagle	Deaths	53
1988	Eagle	Group Quarters Population (July)	7
1988	Eagle	Household Population (July)	19560
1988	Eagle	Housing Vacancy Rate	41.4
1988	Eagle	July Population	19567
1988	Eagle	Natural Population Increase	317
1988	Eagle	Net Building Permits	392
1988	Eagle	Net Migration	248
1988	Eagle	Population (U.S. Census Bureau)	19567
1988	Eagle	Total Households	8396
1988	Eagle	Total Housing Units	14317
1988	Eagle	Vacant Housing Units	5921
1988	Elbert	Average Household Size	2.91
1988	Elbert	Births	125
1988	Elbert	Deaths	43
1988	Elbert	Group Quarters Population (July)	37
1988	Elbert	Household Population (July)	9792
1988	Elbert	Housing Vacancy Rate	18
1988	Elbert	July Population	9829
1988	Elbert	Natural Population Increase	82
1988	Elbert	Net Building Permits	137
1988	Elbert	Net Migration	407
1988	Elbert	Population (U.S. Census Bureau)	9829
1988	Elbert	Total Households	3370
1988	Elbert	Total Housing Units	4110
1988	Elbert	Vacant Housing Units	740
1988	El Paso	Average Household Size	2.58
1988	El Paso	Births	7657
1988	El Paso	Deaths	2068
1988	El Paso	Group Quarters Population (July)	20592
1988	El Paso	Household Population (July)	374673
1988	El Paso	Housing Vacancy Rate	12
1988	El Paso	July Population	395265
1988	El Paso	Natural Population Increase	5589
1988	El Paso	Net Building Permits	1525
1988	El Paso	Net Migration	-3044
1988	El Paso	Population (U.S. Census Bureau)	395265
1988	El Paso	Total Households	145431
1988	El Paso	Total Housing Units	165354
1988	El Paso	Vacant Housing Units	19923
1988	Fremont	Average Household Size	2.61
1988	Fremont	Births	350
1988	Fremont	Deaths	415
1988	Fremont	Group Quarters Population (July)	3583
1988	Fremont	Household Population (July)	28310
1988	Fremont	Housing Vacancy Rate	22.1
1988	Fremont	July Population	31893
1988	Fremont	Natural Population Increase	-65
1988	Fremont	Net Building Permits	78
1988	Fremont	Net Migration	564
1988	Fremont	Population (U.S. Census Bureau)	31893
1988	Fremont	Total Households	10830
1988	Fremont	Total Housing Units	13897
1988	Fremont	Vacant Housing Units	3067
1988	Garfield	Average Household Size	2.68
1988	Garfield	Births	418
1988	Garfield	Deaths	178
1988	Garfield	Group Quarters Population (July)	645
1988	Garfield	Household Population (July)	26680
1988	Garfield	Housing Vacancy Rate	18.3
1988	Garfield	July Population	27325
1988	Garfield	Natural Population Increase	240
1988	Garfield	Net Building Permits	111
1988	Garfield	Net Migration	698
1988	Garfield	Population (U.S. Census Bureau)	27325
1988	Garfield	Total Households	9944
1988	Garfield	Total Housing Units	12166
1988	Garfield	Vacant Housing Units	2222
1988	Gilpin	Average Household Size	2.81
1988	Gilpin	Births	41
1988	Gilpin	Deaths	13
1988	Gilpin	Group Quarters Population (July)	51
1988	Gilpin	Household Population (July)	3121
1988	Gilpin	Housing Vacancy Rate	50.8
1988	Gilpin	July Population	3172
1988	Gilpin	Natural Population Increase	28
1988	Gilpin	Net Building Permits	16
1988	Gilpin	Net Migration	-135
1988	Gilpin	Population (U.S. Census Bureau)	3172
1988	Gilpin	Total Households	1110
1988	Gilpin	Total Housing Units	2256
1988	Gilpin	Vacant Housing Units	1146
1988	Grand	Average Household Size	2.34
1988	Grand	Births	104
1988	Grand	Deaths	29
1988	Grand	Group Quarters Population (July)	9
1988	Grand	Household Population (July)	8458
1988	Grand	Housing Vacancy Rate	64.9
1988	Grand	July Population	8467
1988	Grand	Natural Population Increase	75
1988	Grand	Net Building Permits	44
1988	Grand	Net Migration	-516
1988	Grand	Population (U.S. Census Bureau)	8467
1988	Grand	Total Households	3620
1988	Grand	Total Housing Units	10301
1988	Grand	Vacant Housing Units	6681
1988	Gunnison	Average Household Size	2.16
1988	Gunnison	Births	129
1988	Gunnison	Deaths	52
1988	Gunnison	Group Quarters Population (July)	1032
1988	Gunnison	Household Population (July)	9795
1988	Gunnison	Housing Vacancy Rate	39.5
1988	Gunnison	July Population	10827
1988	Gunnison	Natural Population Increase	77
1988	Gunnison	Net Building Permits	126
1988	Gunnison	Net Migration	-105
1988	Gunnison	Population (U.S. Census Bureau)	10827
1988	Gunnison	Total Households	4525
1988	Gunnison	Total Housing Units	7477
1988	Gunnison	Vacant Housing Units	2952
1988	Hinsdale	Average Household Size	2.95
1988	Hinsdale	Births	3
1988	Hinsdale	Deaths	4
1988	Hinsdale	Group Quarters Population (July)	0
1988	Hinsdale	Household Population (July)	489
1988	Hinsdale	Housing Vacancy Rate	82.1
1988	Hinsdale	July Population	489
1988	Hinsdale	Natural Population Increase	-1
1988	Hinsdale	Net Building Permits	19
1988	Hinsdale	Net Migration	-18
1988	Hinsdale	Population (U.S. Census Bureau)	489
1988	Hinsdale	Total Households	166
1988	Hinsdale	Total Housing Units	929
1988	Hinsdale	Vacant Housing Units	763
1988	Huerfano	Average Household Size	2.26
1988	Huerfano	Births	78
1988	Huerfano	Deaths	68
1988	Huerfano	Group Quarters Population (July)	138
1988	Huerfano	Household Population (July)	6154
1988	Huerfano	Housing Vacancy Rate	36.7
1988	Huerfano	July Population	6292
1988	Huerfano	Natural Population Increase	10
1988	Huerfano	Net Building Permits	18
1988	Huerfano	Net Migration	-218
1988	Huerfano	Population (U.S. Census Bureau)	6292
1988	Huerfano	Total Households	2722
1988	Huerfano	Total Housing Units	4302
1988	Huerfano	Vacant Housing Units	1580
1988	Jackson	Average Household Size	2.88
1988	Jackson	Births	17
1988	Jackson	Deaths	16
1988	Jackson	Group Quarters Population (July)	18
1988	Jackson	Household Population (July)	1695
1988	Jackson	Housing Vacancy Rate	50.5
1988	Jackson	July Population	1713
1988	Jackson	Natural Population Increase	1
1988	Jackson	Net Building Permits	5
1988	Jackson	Net Migration	-63
1988	Jackson	Population (U.S. Census Bureau)	1713
1988	Jackson	Total Households	588
1988	Jackson	Total Housing Units	1189
1988	Jackson	Vacant Housing Units	601
1988	Jefferson	Average Household Size	2.77
1988	Jefferson	Births	6587
1988	Jefferson	Deaths	2419
1988	Jefferson	Group Quarters Population (July)	6201
1988	Jefferson	Household Population (July)	426228
1988	Jefferson	Housing Vacancy Rate	12.5
1988	Jefferson	July Population	432429
1988	Jefferson	Natural Population Increase	4168
1988	Jefferson	Net Building Permits	1525
1988	Jefferson	Net Migration	-1926
1988	Jefferson	Population (U.S. Census Bureau)	432429
1988	Jefferson	Total Households	153871
1988	Jefferson	Total Housing Units	175952
1988	Jefferson	Vacant Housing Units	22081
1988	Kiowa	Average Household Size	2.41
1988	Kiowa	Births	22
1988	Kiowa	Deaths	10
1988	Kiowa	Group Quarters Population (July)	28
1988	Kiowa	Household Population (July)	1683
1988	Kiowa	Housing Vacancy Rate	16.4
1988	Kiowa	July Population	1711
1988	Kiowa	Natural Population Increase	12
1988	Kiowa	Net Building Permits	-1
1988	Kiowa	Net Migration	-59
1988	Kiowa	Population (U.S. Census Bureau)	1711
1988	Kiowa	Total Households	697
1988	Kiowa	Total Housing Units	834
1988	Kiowa	Vacant Housing Units	137
1988	Kit Carson	Average Household Size	2.45
1988	Kit Carson	Births	119
1988	Kit Carson	Deaths	70
1988	Kit Carson	Group Quarters Population (July)	69
1988	Kit Carson	Household Population (July)	7211
1988	Kit Carson	Housing Vacancy Rate	17.2
1988	Kit Carson	July Population	7280
1988	Kit Carson	Natural Population Increase	49
1988	Kit Carson	Net Building Permits	4
1988	Kit Carson	Net Migration	-10
1988	Kit Carson	Population (U.S. Census Bureau)	7280
1988	Kit Carson	Total Households	2941
1988	Kit Carson	Total Housing Units	3554
1988	Kit Carson	Vacant Housing Units	613
1988	Lake	Average Household Size	2.63
1988	Lake	Births	82
1988	Lake	Deaths	33
1988	Lake	Group Quarters Population (July)	83
1988	Lake	Household Population (July)	5667
1988	Lake	Housing Vacancy Rate	43.4
1988	Lake	July Population	5750
1988	Lake	Natural Population Increase	49
1988	Lake	Net Building Permits	9
1988	Lake	Net Migration	-344
1988	Lake	Population (U.S. Census Bureau)	5750
1988	Lake	Total Households	2153
1988	Lake	Total Housing Units	3803
1988	Lake	Vacant Housing Units	1650
1988	La Plata	Average Household Size	2.64
1988	La Plata	Births	456
1988	La Plata	Deaths	196
1988	La Plata	Group Quarters Population (July)	1350
1988	La Plata	Household Population (July)	29829
1988	La Plata	Housing Vacancy Rate	27.5
1988	La Plata	July Population	31179
1988	La Plata	Natural Population Increase	260
1988	La Plata	Net Building Permits	108
1988	La Plata	Net Migration	3
1988	La Plata	Population (U.S. Census Bureau)	31179
1988	La Plata	Total Households	11279
1988	La Plata	Total Housing Units	15565
1988	La Plata	Vacant Housing Units	4286
1988	Larimer	Average Household Size	2.5
1988	Larimer	Births	2773
1988	Larimer	Deaths	992
1988	Larimer	Group Quarters Population (July)	8275
1988	Larimer	Household Population (July)	171945
1988	Larimer	Housing Vacancy Rate	12.9
1988	Larimer	July Population	180220
1988	Larimer	Natural Population Increase	1781
1988	Larimer	Net Building Permits	1277
1988	Larimer	Net Migration	288
1988	Larimer	Population (U.S. Census Bureau)	180220
1988	Larimer	Total Households	68770
1988	Larimer	Total Housing Units	78981
1988	Larimer	Vacant Housing Units	10211
1988	Las Animas	Average Household Size	2.53
1988	Las Animas	Births	183
1988	Las Animas	Deaths	162
1988	Las Animas	Group Quarters Population (July)	385
1988	Las Animas	Household Population (July)	13837
1988	Las Animas	Housing Vacancy Rate	20.1
1988	Las Animas	July Population	14222
1988	Las Animas	Natural Population Increase	21
1988	Las Animas	Net Building Permits	19
1988	Las Animas	Net Migration	-196
1988	Las Animas	Population (U.S. Census Bureau)	14222
1988	Las Animas	Total Households	5459
1988	Las Animas	Total Housing Units	6833
1988	Las Animas	Vacant Housing Units	1374
1988	Lincoln	Average Household Size	2.32
1988	Lincoln	Births	81
1988	Lincoln	Deaths	62
1988	Lincoln	Group Quarters Population (July)	107
1988	Lincoln	Household Population (July)	4470
1988	Lincoln	Housing Vacancy Rate	14
1988	Lincoln	July Population	4577
1988	Lincoln	Natural Population Increase	19
1988	Lincoln	Net Building Permits	4
1988	Lincoln	Net Migration	116
1988	Lincoln	Population (U.S. Census Bureau)	4577
1988	Lincoln	Total Households	1923
1988	Lincoln	Total Housing Units	2235
1988	Lincoln	Vacant Housing Units	312
1988	Logan	Average Household Size	2.39
1988	Logan	Births	232
1988	Logan	Deaths	181
1988	Logan	Group Quarters Population (July)	500
1988	Logan	Household Population (July)	17432
1988	Logan	Housing Vacancy Rate	13.2
1988	Logan	July Population	17932
1988	Logan	Natural Population Increase	51
1988	Logan	Net Building Permits	-7
1988	Logan	Net Migration	141
1988	Logan	Population (U.S. Census Bureau)	17932
1988	Logan	Total Households	7292
1988	Logan	Total Housing Units	8404
1988	Logan	Vacant Housing Units	1112
1988	Mesa	Average Household Size	2.52
1988	Mesa	Births	1209
1988	Mesa	Deaths	848
1988	Mesa	Group Quarters Population (July)	1971
1988	Mesa	Household Population (July)	85317
1988	Mesa	Housing Vacancy Rate	20.2
1988	Mesa	July Population	87288
1988	Mesa	Natural Population Increase	361
1988	Mesa	Net Building Permits	169
1988	Mesa	Net Migration	1368
1988	Mesa	Population (U.S. Census Bureau)	87288
1988	Mesa	Total Households	33859
1988	Mesa	Total Housing Units	42417
1988	Mesa	Vacant Housing Units	8558
1988	Mineral	Average Household Size	2.6
1988	Mineral	Births	7
1988	Mineral	Deaths	6
1988	Mineral	Group Quarters Population (July)	0
1988	Mineral	Household Population (July)	689
1988	Mineral	Housing Vacancy Rate	69.7
1988	Mineral	July Population	689
1988	Mineral	Natural Population Increase	1
1988	Mineral	Net Building Permits	3
1988	Mineral	Net Migration	-50
1988	Mineral	Population (U.S. Census Bureau)	689
1988	Mineral	Total Households	265
1988	Mineral	Total Housing Units	876
1988	Mineral	Vacant Housing Units	611
1988	Moffat	Average Household Size	2.91
1988	Moffat	Births	152
1988	Moffat	Deaths	81
1988	Moffat	Group Quarters Population (July)	83
1988	Moffat	Household Population (July)	11671
1988	Moffat	Housing Vacancy Rate	30.1
1988	Moffat	July Population	11754
1988	Moffat	Natural Population Increase	71
1988	Moffat	Net Building Permits	-6
1988	Moffat	Net Migration	-203
1988	Moffat	Population (U.S. Census Bureau)	11754
1988	Moffat	Total Households	4005
1988	Moffat	Total Housing Units	5727
1988	Moffat	Vacant Housing Units	1722
1988	Montezuma	Average Household Size	3.05
1988	Montezuma	Births	321
1988	Montezuma	Deaths	149
1988	Montezuma	Group Quarters Population (July)	145
1988	Montezuma	Household Population (July)	17965
1988	Montezuma	Housing Vacancy Rate	25.4
1988	Montezuma	July Population	18110
1988	Montezuma	Natural Population Increase	172
1988	Montezuma	Net Building Permits	12
1988	Montezuma	Net Migration	-254
1988	Montezuma	Population (U.S. Census Bureau)	18110
1988	Montezuma	Total Households	5897
1988	Montezuma	Total Housing Units	7904
1988	Montezuma	Vacant Housing Units	2007
1988	Montrose	Average Household Size	2.49
1988	Montrose	Births	299
1988	Montrose	Deaths	222
1988	Montrose	Group Quarters Population (July)	451
1988	Montrose	Household Population (July)	23636
1988	Montrose	Housing Vacancy Rate	15.7
1988	Montrose	July Population	24087
1988	Montrose	Natural Population Increase	77
1988	Montrose	Net Building Permits	90
1988	Montrose	Net Migration	188
1988	Montrose	Population (U.S. Census Bureau)	24087
1988	Montrose	Total Households	9483
1988	Montrose	Total Housing Units	11251
1988	Montrose	Vacant Housing Units	1768
1988	Morgan	Average Household Size	2.56
1988	Morgan	Births	371
1988	Morgan	Deaths	233
1988	Morgan	Group Quarters Population (July)	362
1988	Morgan	Household Population (July)	21469
1988	Morgan	Housing Vacancy Rate	13.7
1988	Morgan	July Population	21831
1988	Morgan	Natural Population Increase	138
1988	Morgan	Net Building Permits	8
1988	Morgan	Net Migration	15
1988	Morgan	Population (U.S. Census Bureau)	21831
1988	Morgan	Total Households	8386
1988	Morgan	Total Housing Units	9722
1988	Morgan	Vacant Housing Units	1336
1988	Otero	Average Household Size	2.55
1988	Otero	Births	322
1988	Otero	Deaths	237
1988	Otero	Group Quarters Population (July)	445
1988	Otero	Household Population (July)	20400
1988	Otero	Housing Vacancy Rate	14.3
1988	Otero	July Population	20845
1988	Otero	Natural Population Increase	85
1988	Otero	Net Building Permits	11
1988	Otero	Net Migration	-154
1988	Otero	Population (U.S. Census Bureau)	20845
1988	Otero	Total Households	7995
1988	Otero	Total Housing Units	9324
1988	Otero	Vacant Housing Units	1329
1988	Ouray	Average Household Size	2.86
1988	Ouray	Births	26
1988	Ouray	Deaths	18
1988	Ouray	Group Quarters Population (July)	0
1988	Ouray	Household Population (July)	2219
1988	Ouray	Housing Vacancy Rate	50.4
1988	Ouray	July Population	2219
1988	Ouray	Natural Population Increase	8
1988	Ouray	Net Building Permits	29
1988	Ouray	Net Migration	60
1988	Ouray	Population (U.S. Census Bureau)	2219
1988	Ouray	Total Households	777
1988	Ouray	Total Housing Units	1565
1988	Ouray	Vacant Housing Units	788
1988	Park	Average Household Size	3.11
1988	Park	Births	101
1988	Park	Deaths	35
1988	Park	Group Quarters Population (July)	14
1988	Park	Household Population (July)	6879
1988	Park	Housing Vacancy Rate	69
1988	Park	July Population	6893
1988	Park	Natural Population Increase	66
1988	Park	Net Building Permits	122
1988	Park	Net Migration	-110
1988	Park	Population (U.S. Census Bureau)	6893
1988	Park	Total Households	2213
1988	Park	Total Housing Units	7145
1988	Park	Vacant Housing Units	4932
1988	Phillips	Average Household Size	2.35
1988	Phillips	Births	54
1988	Phillips	Deaths	37
1988	Phillips	Group Quarters Population (July)	59
1988	Phillips	Household Population (July)	4273
1988	Phillips	Housing Vacancy Rate	15.4
1988	Phillips	July Population	4332
1988	Phillips	Natural Population Increase	17
1988	Phillips	Net Building Permits	0
1988	Phillips	Net Migration	-96
1988	Phillips	Population (U.S. Census Bureau)	4332
1988	Phillips	Total Households	1821
1988	Phillips	Total Housing Units	2153
1988	Phillips	Vacant Housing Units	332
1988	Pitkin	Average Household Size	1.93
1988	Pitkin	Births	153
1988	Pitkin	Deaths	25
1988	Pitkin	Group Quarters Population (July)	23
1988	Pitkin	Household Population (July)	12069
1988	Pitkin	Housing Vacancy Rate	35.4
1988	Pitkin	July Population	12092
1988	Pitkin	Natural Population Increase	128
1988	Pitkin	Net Building Permits	112
1988	Pitkin	Net Migration	-78
1988	Pitkin	Population (U.S. Census Bureau)	12092
1988	Pitkin	Total Households	6240
1988	Pitkin	Total Housing Units	9657
1988	Pitkin	Vacant Housing Units	3417
1988	Prowers	Average Household Size	2.7
1988	Prowers	Births	243
1988	Prowers	Deaths	121
1988	Prowers	Group Quarters Population (July)	169
1988	Prowers	Household Population (July)	14062
1988	Prowers	Housing Vacancy Rate	15.8
1988	Prowers	July Population	14231
1988	Prowers	Natural Population Increase	122
1988	Prowers	Net Building Permits	-3
1988	Prowers	Net Migration	123
1988	Prowers	Population (U.S. Census Bureau)	14231
1988	Prowers	Total Households	5208
1988	Prowers	Total Housing Units	6188
1988	Prowers	Vacant Housing Units	980
1988	Pueblo	Average Household Size	2.43
1988	Pueblo	Births	1752
1988	Pueblo	Deaths	1192
1988	Pueblo	Group Quarters Population (July)	2149
1988	Pueblo	Household Population (July)	121588
1988	Pueblo	Housing Vacancy Rate	4.2
1988	Pueblo	July Population	123737
1988	Pueblo	Natural Population Increase	560
1988	Pueblo	Net Building Permits	274
1988	Pueblo	Net Migration	339
1988	Pueblo	Population (U.S. Census Bureau)	123737
1988	Pueblo	Total Households	49946
1988	Pueblo	Total Housing Units	52116
1988	Pueblo	Vacant Housing Units	2170
1988	Rio Blanco	Average Household Size	3.14
1988	Rio Blanco	Births	92
1988	Rio Blanco	Deaths	38
1988	Rio Blanco	Group Quarters Population (July)	253
1988	Rio Blanco	Household Population (July)	6046
1988	Rio Blanco	Housing Vacancy Rate	37.1
1988	Rio Blanco	July Population	6299
1988	Rio Blanco	Natural Population Increase	54
1988	Rio Blanco	Net Building Permits	5
1988	Rio Blanco	Net Migration	-183
1988	Rio Blanco	Population (U.S. Census Bureau)	6299
1988	Rio Blanco	Total Households	1927
1988	Rio Blanco	Total Housing Units	3066
1988	Rio Blanco	Vacant Housing Units	1139
1988	Rio Grande	Average Household Size	2.81
1988	Rio Grande	Births	181
1988	Rio Grande	Deaths	107
1988	Rio Grande	Group Quarters Population (July)	279
1988	Rio Grande	Household Population (July)	11299
1988	Rio Grande	Housing Vacancy Rate	18.8
1988	Rio Grande	July Population	11578
1988	Rio Grande	Natural Population Increase	74
1988	Rio Grande	Net Building Permits	36
1988	Rio Grande	Net Migration	-254
1988	Rio Grande	Population (U.S. Census Bureau)	11578
1988	Rio Grande	Total Households	4025
1988	Rio Grande	Total Housing Units	4957
1988	Rio Grande	Vacant Housing Units	932
1988	Routt	Average Household Size	2.42
1988	Routt	Births	199
1988	Routt	Deaths	47
1988	Routt	Group Quarters Population (July)	126
1988	Routt	Household Population (July)	13639
1988	Routt	Housing Vacancy Rate	39.2
1988	Routt	July Population	13765
1988	Routt	Natural Population Increase	152
1988	Routt	Net Building Permits	66
1988	Routt	Net Migration	-249
1988	Routt	Population (U.S. Census Bureau)	13765
1988	Routt	Total Households	5647
1988	Routt	Total Housing Units	9292
1988	Routt	Vacant Housing Units	3645
1988	Saguache	Average Household Size	3.26
1988	Saguache	Births	65
1988	Saguache	Deaths	27
1988	Saguache	Group Quarters Population (July)	17
1988	Saguache	Household Population (July)	4646
1988	Saguache	Housing Vacancy Rate	31.5
1988	Saguache	July Population	4663
1988	Saguache	Natural Population Increase	38
1988	Saguache	Net Building Permits	14
1988	Saguache	Net Migration	-160
1988	Saguache	Population (U.S. Census Bureau)	4663
1988	Saguache	Total Households	1424
1988	Saguache	Total Housing Units	2079
1988	Saguache	Vacant Housing Units	655
1988	San Juan	Average Household Size	2.39
1988	San Juan	Births	10
1988	San Juan	Deaths	0
1988	San Juan	Group Quarters Population (July)	0
1988	San Juan	Household Population (July)	747
1988	San Juan	Housing Vacancy Rate	41.1
1988	San Juan	July Population	747
1988	San Juan	Natural Population Increase	8
1988	San Juan	Net Building Permits	-1
1988	San Juan	Net Migration	-74
1988	San Juan	Population (U.S. Census Bureau)	747
1988	San Juan	Total Households	313
1988	San Juan	Total Housing Units	531
1988	San Juan	Vacant Housing Units	218
1988	San Miguel	Average Household Size	2.09
1988	San Miguel	Births	63
1988	San Miguel	Deaths	14
1988	San Miguel	Group Quarters Population (July)	0
1988	San Miguel	Household Population (July)	3557
1988	San Miguel	Housing Vacancy Rate	29
1988	San Miguel	July Population	3557
1988	San Miguel	Natural Population Increase	49
1988	San Miguel	Net Building Permits	56
1988	San Miguel	Net Migration	45
1988	San Miguel	Population (U.S. Census Bureau)	3557
1988	San Miguel	Total Households	1700
1988	San Miguel	Total Housing Units	2395
1988	San Miguel	Vacant Housing Units	695
1988	Sedgwick	Average Household Size	2.26
1988	Sedgwick	Births	35
1988	Sedgwick	Deaths	30
1988	Sedgwick	Group Quarters Population (July)	47
1988	Sedgwick	Household Population (July)	2747
1988	Sedgwick	Housing Vacancy Rate	20.2
1988	Sedgwick	July Population	2794
1988	Sedgwick	Natural Population Increase	5
1988	Sedgwick	Net Building Permits	0
1988	Sedgwick	Net Migration	-4
1988	Sedgwick	Population (U.S. Census Bureau)	2794
1988	Sedgwick	Total Households	1213
1988	Sedgwick	Total Housing Units	1521
1988	Sedgwick	Vacant Housing Units	308
1988	Summit	Average Household Size	2.14
1988	Summit	Births	203
1988	Summit	Deaths	22
1988	Summit	Group Quarters Population (July)	0
1988	Summit	Household Population (July)	12498
1988	Summit	Housing Vacancy Rate	60.9
1988	Summit	July Population	12498
1988	Summit	Natural Population Increase	181
1988	Summit	Net Building Permits	113
1988	Summit	Net Migration	-89
1988	Summit	Population (U.S. Census Bureau)	12498
1988	Summit	Total Households	5849
1988	Summit	Total Housing Units	14960
1988	Summit	Vacant Housing Units	9111
1988	Teller	Average Household Size	2.91
1988	Teller	Births	179
1988	Teller	Deaths	52
1988	Teller	Group Quarters Population (July)	50
1988	Teller	Household Population (July)	12427
1988	Teller	Housing Vacancy Rate	43
1988	Teller	July Population	12477
1988	Teller	Natural Population Increase	127
1988	Teller	Net Building Permits	82
1988	Teller	Net Migration	-108
1988	Teller	Population (U.S. Census Bureau)	12477
1988	Teller	Total Households	4267
1988	Teller	Total Housing Units	7488
1988	Teller	Vacant Housing Units	3221
1988	Washington	Average Household Size	2.51
1988	Washington	Births	52
1988	Washington	Deaths	46
1988	Washington	Group Quarters Population (July)	22
1988	Washington	Household Population (July)	5120
1988	Washington	Housing Vacancy Rate	21.2
1988	Washington	July Population	5142
1988	Washington	Natural Population Increase	6
1988	Washington	Net Building Permits	1
1988	Washington	Net Migration	-51
1988	Washington	Population (U.S. Census Bureau)	5142
1988	Washington	Total Households	2042
1988	Washington	Total Housing Units	2591
1988	Washington	Vacant Housing Units	549
1988	Weld	Average Household Size	2.49
1988	Weld	Births	2120
1988	Weld	Deaths	806
1988	Weld	Group Quarters Population (July)	4406
1988	Weld	Household Population (July)	127474
1988	Weld	Housing Vacancy Rate	2.4
1988	Weld	July Population	131880
1988	Weld	Natural Population Increase	1314
1988	Weld	Net Building Permits	295
1988	Weld	Net Migration	-462
1988	Weld	Population (U.S. Census Bureau)	131880
1988	Weld	Total Households	51212
1988	Weld	Total Housing Units	52466
1988	Weld	Vacant Housing Units	1254
1988	Yuma	Average Household Size	2.47
1988	Yuma	Births	111
1988	Yuma	Deaths	115
1988	Yuma	Group Quarters Population (July)	133
1988	Yuma	Household Population (July)	9431
1988	Yuma	Housing Vacancy Rate	12
1988	Yuma	July Population	9564
1988	Yuma	Natural Population Increase	-4
1988	Yuma	Net Building Permits	1
1988	Yuma	Net Migration	134
1988	Yuma	Population (U.S. Census Bureau)	9564
1988	Yuma	Total Households	3824
1988	Yuma	Total Housing Units	4343
1988	Yuma	Vacant Housing Units	519
1987	Adams	Average Household Size	2.77
1987	Adams	Births	5058
1987	Adams	Deaths	1540
1987	Adams	Group Quarters Population (July)	2261
1987	Adams	Household Population (July)	267062
1987	Adams	Housing Vacancy Rate	13.7
1987	Adams	July Population	269323
1987	Adams	Natural Population Increase	3518
1987	Adams	Net Building Permits	943
1987	Adams	Net Migration	-2838
1987	Adams	Population (U.S. Census Bureau)	269323
1987	Adams	Total Households	96564
1987	Adams	Total Housing Units	111852
1987	Adams	Vacant Housing Units	15288
1987	Alamosa	Average Household Size	2.84
1987	Alamosa	Births	273
1987	Alamosa	Deaths	90
1987	Alamosa	Group Quarters Population (July)	900
1987	Alamosa	Household Population (July)	12527
1987	Alamosa	Housing Vacancy Rate	13.9
1987	Alamosa	July Population	13427
1987	Alamosa	Natural Population Increase	183
1987	Alamosa	Net Building Permits	11
1987	Alamosa	Net Migration	-92
1987	Alamosa	Population (U.S. Census Bureau)	13427
1987	Alamosa	Total Households	4412
1987	Alamosa	Total Housing Units	5126
1987	Alamosa	Vacant Housing Units	714
1987	Arapahoe	Average Household Size	2.66
1987	Arapahoe	Births	6269
1987	Arapahoe	Deaths	1665
1987	Arapahoe	Group Quarters Population (July)	3604
1987	Arapahoe	Household Population (July)	385083
1987	Arapahoe	Housing Vacancy Rate	11.2
1987	Arapahoe	July Population	388687
1987	Arapahoe	Natural Population Increase	4604
1987	Arapahoe	Net Building Permits	2060
1987	Arapahoe	Net Migration	-3161
1987	Arapahoe	Population (U.S. Census Bureau)	388687
1987	Arapahoe	Total Households	145014
1987	Arapahoe	Total Housing Units	163322
1987	Arapahoe	Vacant Housing Units	18308
1987	Archuleta	Average Household Size	2.79
1987	Archuleta	Births	88
1987	Archuleta	Deaths	30
1987	Archuleta	Group Quarters Population (July)	0
1987	Archuleta	Household Population (July)	5265
1987	Archuleta	Housing Vacancy Rate	51.3
1987	Archuleta	July Population	5265
1987	Archuleta	Natural Population Increase	58
